BreachedEntity;State;PublishedDate;BreachType;BreachCategory;RecorsReported;Source;URL
Espresso Parts LLC;WA;8/20/2019;Electronic;Business;763;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/08/20/espresso-parts-llc-notice-of-data-breach-to-consumers/#
New York Athletic Club;NY;8/20/2019;Electronic;Business;Unknown;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/08/20/ny-athletic-club-notice-of-data-breach-to-consumers/#
Ultimate Fighting Championship (UFC);NV;8/22/2019;Electronic;Business;Unknown;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/08/22/ufc-notice-of-data-breach-to-consumers/#
NTCA - The Rural Broadband Association (reported on 8/26/2019);VA;8/26/2019;Electronic;Business;25,365;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/08/26/ntca-the-rural-broadband-association-notice-of-data-breach-to-consumers/#
Connecticut Laborers Fund Office;CT;8/26/2019;Electronic;Business;1,567;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/08/26/connecticut-laborers-fund-notice-of-data-breach-to-consumers/#
Carl's Golfland;MI;8/29/2019;Electronic;Business;24,772;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/08/29/carls-golfland-notice-of-data-breach-to-consumers/#
Eye Safety Systems, Inc. (ESS);ID;8/22/2019;Electronic;Business;7,666;oag.ca.gov;#https://oag.ca.gov/system/files/ESS%20-%20CA%20Sample%20of%20Notice.pdf#
Creation Entertainment, Inc.;CA;8/26/2019;Electronic;Business;57,078;oag.ca.gov;#https://oag.ca.gov/system/files/Customer-Notice.pdf#
Gorman Brothers, Inc.;NY;8/12/2019;Electronic;Business;307;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/08/12/gorman-brothers-inc-notice-of-data-breach-to-consumers/#
Medical College of Wisconsin (reported on 8/14/2019);WI;8/14/2019;Electronic;Medical/Healthcare;995;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/08/14/medical-college-of-wisconsin-notice-of-data-breach-to-consumers/#
Carle Foundation Hospital (reported on 8/16/2019);IL;8/22/2019;Electronic;Medical/Healthcare;1,653;newsroom.carle.org;#https://newsroom.carle.org/news/notice-to-carle-patients-an-email-incident.htm#
Haldane Central School District (Pearson - AIMSWeb 1.0 platform);NY;8/20/2019;Electronic;Education;Unknown;haldaneschool.org;#https://resources.finalsite.net/images/v1566909039/haldaneschoolorg/phtftoqsgbvworhvzlcd/LetterfromDrBenante_Ai
Calhoun City Schools (Pearson - AIMSWeb 1.0 platform);GA;8/26/2019;Electronic;Education;Unknown;underthegeorgiansun.com;#https://www.underthegeorgiasun.com/2019/08/26/calhoun-city-schools-among-school-systems-hit-by-data-breach/#
Fayetteville-Manlius School District (Pearson - AIMSWeb 1.0 platform);NY;8/26/2019;Electronic;Education;Unknown;fmschools.org;#https://www.fmschools.org/district-reviewing-data-security-protocols/#
Gordon County Schools (Pearson - AIMSWeb 1.0 platform);GA;8/26/2019;Electronic;Education;Unknown;gcbe.org;#https://www.gcbe.org/#
Wisconsin Diagnostic Laboratories (service provider American Medical Collection Agency);WI;8/28/2019;Electronic;Medical/Healthcare;114,985;wisonsindiagnostic.com;#https://www.wisconsindiagnostic.com/patients_and_families/notice_to_patients.php#
Lyons Companies;DE;8/23/2019;Electronic;Business;8,002;lyonsedu.com;#http://www.lyonsedu.com/Notice/Notice.pdf#
Vitagene, Inc.;CA;8/6/2019;Electronic;Business;1,980;oag.ca.gov;#https://oag.ca.gov/system/files/Vitagene_1_State%20Consumer.pdf#
Los Angeles Police Federal Credit Union;CA;8/19/2019;Electronic;Banking/Credit/Financial;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/Member%20Notice%20of%20Data%20Breach.pdf#
One Care Medical, LLC;VA;8/6/2019;Electronic;Medical/Healthcare;634;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Michael Amaro, MD, PA TX 8/8/2019 Electronic Medical/Healthcare 500;MD;8/8/2019;Electronic;Medical/Healthcare;500;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Community Health Choice, Inc.;TX;8/8/2019;Paper Data;Medical/Healthcare;7,855;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Wisconsin Department of Corrections;WI;8/8/2019;Electronic;Medical/Healthcare;1,041;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Cancer Center of Kansas;KS;8/9/2019;Electronic;Medical/Healthcare;773;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Walmart Inc. (reported on 8/9/2019);AR;8/9/2019;Paper Data;Medical/Healthcare;4,738;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Timothee T. Wilkin, D.O.;AR;8/9/2019;Electronic;Medical/Healthcare;15,113;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Mid-Valley Behavioral Care Network;OR;8/9/2019;Electronic;Medical/Healthcare;10,710;mvbcn.org;#https://www.mvbcn.org/#
Renown South Meadows Medical Center (Renown Health);NV;8/9/2019;Electronic;Medical/Healthcare;27,004;renown.org;-
Grays Harbor Community Hospital and Harbor Medical Group;WA;8/12/2019;Electronic;Medical/Healthcare;88,399;ghcares.org;#https://www.ghcares.org/news/releases/grays-harbor-community-hospital-provides-notice-of-recent-ransomware-atta
Rome City School District (Pearson - AIMSWeb 1.0 platform);NY;8/15/2019;Electronic;Education;Unknown;wktv.com;#https://www.wktv.com/content/community/Rome-school-district-falls-victim-to-nationwide-data-breach---556837811.ht
Massachusetts General Hospital - Neurology Department;MA;8/22/2019;Electronic;Medical/Healthcare;9,900;massgeneral.org;#https://www.massgeneral.org/about/newsarticle.aspx?id=7238#
Quorum Health;TN;8/11/2019;Electronic;Medical/Healthcare;1,269;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Fairfield Medical Center;OH;8/15/2019;Paper Data;Medical/Healthcare;1,182;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Rhode Island Ear, Nose and Throat Physicians Inc.;RI;8/16/2019;Electronic;Medical/Healthcare;2,943;rient.net;#https://docs.wixstatic.com/ugd/6287d8_b48a38e531314289bfd6c3bd868be5db.pdf#
Hospice of San Joaquin;CA;8/19/2019;Electronic;Medical/Healthcare;13,000;oag.ca.gov;#https://oag.ca.gov/system/files/Security%20Breach%20Notification.pdf#
Central Unit School District 301 (Pearson - AIMSWeb 1.0 platform);IL;8/6/2019;Electronic;Education;Unknown;central301.net;#https://central301.net/blog/2019/08/06/aimsweb-data-security-breach-announcement/#
Downers Grove Grade School District 58 (Pearson - AIMSWeb 1.0 platform);IL;8/9/2019;Electronic;Education;5,200;dg58.org;#https://dg58.org/blog/2019/08/09/aimsweb-data-security-breach/#
Diamond Lake School District 76 (Pearson - AIMSWeb 1.0 platform);IL;8/5/2019;Electronic;Education;Unknown;dist76.org;#https://www.dist76.org/protected/ArticleView.aspx?iid=6GBBGY2&dasi=32Y2#
Brighton Central School District (Pearson - AIMSWeb 1.0 platform);NY;8/5/2019;Electronic;Education;Unknown;bcsd.org;#https://www.bcsd.org/site/default.aspx?PageType=3&DomainID=8&ModuleInstanceID=19574&ViewID=6446EE88-D30C
Seneca Falls Central School District (Pearson AIMSWeb 1.0 platform);NY;8/13/2019;Electronic;Education;Unknown;senecafallscsd.org;#https://www.senecafallscsd.org/site/default.aspx?PageType=3&ModuleInstanceID=4357&ViewID=7b97f7ed-8e5e-4120-
Hazelwood School District (Pearson - AIMSWeb 1.0 platform);MO;8/20/2019;Electronic;Education;Unknown;hazelwoodschools.org;#https://www.hazelwoodschools.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=43&ViewID=6446
West Shore School District (Pearson - AIMSWeb 1.0 platform);PA;8/8/2019;Electronic;Education;Unknown;wsd.k12.pa.us;#https://www.wssd.k12.pa.us/protected/ArticleView.aspx?iid=532BUY&dasi=3IU0#
Boulder Valley School District (Pearson - AIMSWeb 1.0 platform);CO;8/20/2019;Electronic;Education;Unknown;bvsd.org;#https://www.bvsd.org/big-topics/pearson-data-breach#
Serena Community Unit School District #2 (Pearson - AIMSWeb 1.0 platform);IL;7/23/2019;Electronic;Education;Unknown;unit2.net;#https://www.unit2.net/vnews/display.v/ART/5d375e1bbb413#
School of the Osage School District (Pearson - AIMSWeb 1.0 platform);MO;8/19/2019;Electronic;Education;Unknown;activities.osageschools.org;#https://activities.osageschools.org/node/109185#
Holden R-III School District (Pearson - AIMSWeb 1.0 platform);MO;8/20/2019;Electronic;Education;Unknown;holdenschools.org;#https://www.holdenschools.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=2540&ViewID=6446E
Geneva Community Unit School District 304 (Pearson - AIMSWeb 1.0 platform);IL;7/29/2019;Electronic;Education;Unknown;geneva304.org;#http://www.geneva304.org/protected/ArticleView.aspx?iid=6YYB2BY&dasi=3G20#
3Fun;AZ;8/8/2019;Electronic;Business;Unknown;techcrunch.com;#https://techcrunch.com/2019/08/08/group-dating-app-3fun-security-flaws/#
Western Connecticut Health Network (Nuvance Health);CT;8/19/2019;Paper Data;Medical/Healthcare;1,293;westernconnecticuthealthnetwork.org;#https://www.westernconnecticuthealthnetwork.org/notice-of-privacy-incident#
Bayview Dental;MN;8/13/2019;Electronic;Medical/Healthcare;1,938;prnewswire.com;#https://www.prnewswire.com/news-releases/bayview-dental-notice-of-data-privacy-incident-300901000.html#
University of Missouri Health Care (reported on 8/2/2019);MO;8/2/2019;Electronic;Medical/Healthcare;14,402;muhealth.org;#https://www.muhealth.org/data-security-incident#
Riverside County Department of Social Services;CA;8/8/2019;Paper Data;Government/Military;770;dpss.co.riverside.ca.us;#http://dpss.co.riverside.ca.us/news-and-events/articles/137#
Leadership for Educational Equity (LEE);DC;8/7/2019;Electronic;Business;Unknown;securitydiscovery.com;#https://securitydiscovery.com/leadership-for-educational-equity/#
Charleston County - employees;SC;8/13/2019;Electronic;Government/Military;824;live5news.com;#https://www.live5news.com/2019/08/13/data-breach-exposes-information-more-than-charleston-co-employees/#
NCH Healthcare System, Inc.;FL;8/15/2019;Electronic;Medical/Healthcare;57;nchmd.org;#https://www.nchmd.org/data-notice#
Michigan Medicine (reported on 8/16/2019);MI;8/16/2019;Electronic;Medical/Healthcare;5,466;uofmhealth.org;#https://www.uofmhealth.org/news/archive/201908/michigan-medicine-notifies-patients-health-information#
Cable One Inc. - employees;AZ;8/16/2019;Electronic;Business;7,375;cableone.net;#https://www.cableone.net/landingpage/securitynotice/index.aspx#
Virginia Gay Hospital;IA;8/15/2019;Electronic;Medical/Healthcare;5,030;myvgh.org;#https://myvgh.org/important-information-regarding-vgh-data-security/#
Suprema - BioStar 2 platform;FL;8/14/2019;Electronic;Business;Unknown;vpnmentor.com;#https://www.vpnmentor.com/blog/report-biostar2-leak/#
Floyd County Schools (Pearson - AIMSWeb 1.0 platform);GA;8/15/2019;Electronic;Education;5,900;floydboe.net;#https://www.floydboe.net/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=29&ViewID=6446EE88-D30C
Wind River Environmental LLC;MA;8/14/2019;Electronic;Business;593;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/08/14/wind-river-environmenal-llc-notice-of-data-breach-to-consumers/#
Hy-Vee, Inc.;IA;8/14/2019;Electronic;Business;Unknown;hy-vee.com;#https://www.hy-vee.com/corporate/news-events/announcements/notice-of-payment-card-data-incident/#
Marion County Public Schools (Pearson - AIMSWeb 1.0 platform);FL;8/9/2019;Electronic;Education;37,152;marionschools.net;#https://www.marionschools.net/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=78982&ViewID=6446E
New York City Fire Department (FDNY) - with Social Security number;NY;8/9/2019;Electronic;Government/Military;3,000;www1.nyc.gov;#https://www1.nyc.gov/site/fdny/news/fa5719/fdny-sends-notices-10-000-individuals-concerning-possible-data-breach#/
New York City Fire Department (FDNY) - no Social Security number;NY;8/9/2019;Electronic;Government/Military;7,253;www1.nyc.gov;#https://www1.nyc.gov/site/fdny/news/fa5719/fdny-sends-notices-10-000-individuals-concerning-possible-data-breach#/
Woodstream Corporation;PA;7/22/2019;Electronic;Business;Unknown;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/07/22/woodstream-notice-of-data-breach-to-consumers/#
Los Angeles Police Department;CA;7/29/2019;Electronic;Government/Military;20,000;latimes.com;#https://www.latimes.com/california/story/2019-07-29/lapd-applicants-data-breach#
Fremont School District 79 (Pearson - AIMSWeb 1.0 platform);IL;8/9/2019;Electronic;Education;Unknown;fsd79.org;#https://www.fsd79.org/site/default.aspx?PageType=3&DomainID=4&ModuleInstanceID=16&ViewID=6446EE88-D30C-49
Pearson - AIMSWeb 1.0 platform;NY;7/19/2019;Electronic;Education;Unknown;scmagazine.com;#https://www.scmagazine.com/home/security-news/data-breach/pearson-data-breach-involves-thousands-of-university
Shenandoah County Public Schools (Pearson - AIMSWeb 1.0 platform);VA;7/30/2019;Electronic;Education;Unknown;shenandoah.k12.va.us;#https://www.shenandoah.k12.va.us/?showHomepage=true#
StockX;MI;8/1/2019;Electronic;Business;Unknown;techcrunch.com;#https://techcrunch.com/2019/08/03/stockx-hacked-millions-records/#
Dekalb School District 428 (Pearson - AIMSWeb 1.0 platform);IL;8/2/2019;Electronic;Education;Unknown;daily-chronicle.com;#https://www.daily-chronicle.com/2019/08/02/hackers-gain-access-to-d-428-students-names-birthdates-through-third-p
Kern County (third-party administrator of Health Benefits plan);CA;8/6/2019;Electronic;Government/Military;15,298;turnto23.com;#https://www.turnto23.com/news/local-news/possible-data-security-concerns-for-county-employees#
West Hills Hospital & Medical Center / United WestLabs, Inc. (service provider American Medical Collection Agency);CA;8/8/2019;Electronic;Medical/Healthcare;10,650;westhillshospital.com;#https://westhillshospital.com/about/notice-of-data-breach.dot#
Township of Maplewood;NJ;8/7/2019;Electronic;Government/Military;Unknown;twp.maplewood.nj.us;#https://www.twp.maplewood.nj.us/home/news/notice-data-privacy-incident#
Henry Ford Health System (reported on 6/19/2019);MI;6/19/2019;Electronic;Medical/Healthcare;1,404;henryford.com;#https://www.henryford.com/visitors/expect/privacy/active-breaches#
Mercy Health System Corporation;WI;7/2/2019;Electronic;Medical/Healthcare;5,946;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
CentraCare Health System;MN;7/12/2019;Electronic;Medical/Healthcare;2,085;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Colorado Eye Center;CO;7/15/2019;Electronic;Medical/Healthcare;4,478;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Wayne County Board of Developmental Disabilities;OH;7/25/2019;Electronic;Medical/Healthcare;536;waynedd.org;#http://www.waynedd.org/#
Susan Marshall, M.D., PC NY 7/25/2019 Electronic Medical/Healthcare 743;PC;7/25/2019;Electronic;Medical/Healthcare;743;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Aavgo;CA;7/18/2019;Electronic;Business;Unknown;wizcase.com;#https://www.wizcase.com/blog/aavgo-leak-research/#
Mount Sinai Medical Center (service provider American Medical Collection Agency);FL;8/2/2019;Electronic;Medical/Healthcare;33,730;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/08/02/mount-sinai-medical-center-notice-of-data-breach-to-consumers/#
Weichert Companies;NJ;8/5/2019;Electronic;Business;6,126;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/08/05/weichert-co-notice-of-data-breach-to-consumers/#
Amarin Pharma, Inc. (Vascepa database vendor);NJ;8/5/2019;Electronic;Medical/Healthcare;Unknown;oag.ca.gov;#https://oag.ca.gov/system/files/Data%20Issue%20-%20Individual%20Notification.pdf#
JoFit (reported on 8/5/2019);PA;8/5/2019;Electronic;Business;4,358;oag.ca.gov;#https://oag.ca.gov/system/files/Jofit_Ad_CA_r3prf.pdf#
Presbyterian Healthcare Services (reported on 8/2/2019);NM;8/2/2019;Electronic;Medical/Healthcare;183,370;oag.ca.gov;#https://oag.ca.gov/system/files/SSN%20Final%20Proof%20%28Updated%29-07-30-2019.pdf#
National Baseball Hall of Fame (shop.baseballhall.org);NY;8/2/2019;Electronic;Business;5,746;oag.ca.gov;#https://oag.ca.gov/system/files/National%20Baseball%20HoF%20Ad%20CA%20r5prf.pdf#
Sark Technologies LLC (SuperINN.com);OH;8/2/2019;Electronic;Business;43,250;oag.ca.gov;#https://oag.ca.gov/system/files/Sark%20Notice%20of%20Data%20Security%20Incident%20%28California%29_1.PDF#
CafePress;KY;8/5/2019;Electronic;Business;Unknown;haveibeenpwned.com;#https://haveibeenpwned.com/PwnedWebsites#CafePress#
Comprehensive Cancer Centers of Nevada;NV;7/16/2019;Paper Data;Medical/Healthcare;2,251;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Imperial Health, LLP;LA;7/18/2019;Electronic;Medical/Healthcare;116,262;imperialhealth.com;#http://imperialhealth.com/Images/Interior/hipaa%20breach_pubrelease%2007%202019%20(lss%20rev%2007%2015%20
Cosmetic Surgery Specialists, P.C.;PA;7/23/2019;Paper Data;Medical/Healthcare;3,000;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Hennepin Healthcare System, Inc. dba Hennepin Healthcare (service provider Nemadji);MN;7/25/2019;Electronic;Medical/Healthcare;820;nemadji.org;#https://nemadji.org/notice-of-data-security-incident#
Nemadji;MN;7/8/2019;Electronic;Medical/Healthcare;Unknown;nemadji.org;#https://nemadji.org/notice-of-data-security-incident#
Walmart Inc. (reported on 7/26/2019);AR;7/26/2019;Paper Data;Medical/Healthcare;3,135;ocrportal.hhs.gov;#https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf#
Symmetry Partners - CJS Financial Corp. customers;CT;7/23/2019;Electronic;Banking/Credit/Financial;Unknown;media.dojmt.gov;#https://media.dojmt.gov/wp-content/uploads/Breach-NotificationDetails-48.pdf#
Washoe County School District (Pearson - AIMSWeb 1.0 platform);NV;7/31/2019;Electronic;Education;114,000;washoeschools.net;#https://www.washoeschools.net/site/default.aspx?PageType=3&ModuleInstanceID=2000&ViewID=7b97f7ed-8e5e-4120
Clark County School District (Pearson - AIMSWeb 1.0 platform);NV;8/1/2019;Electronic;Education;559,487;newsroom.ccsd.net;#https://newsroom.ccsd.net/wp-content/uploads/CCSD-News-Release-Data-Security-Incident.pdf#
River Trails School District 26 (Pearson - AIMSWeb 1.0 platform);IL;8/1/2019;Electronic;Education;Unknown;rtsd26.org;#https://www.rtsd26.org/news/what_s_new/pearson_aimsweb_data_incident#
Poshmark;CA;8/1/2019;Electronic;Business;Unknown;blog.poshmark.com;#https://blog.poshmark.com/2019/08/01/important-security-notice-from-poshmark/#
Eagle's Nest Foundation, Inc.;NC;7/26/2019;Electronic;Business;Unknown;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/07/26/eagles-nest-foundation-sbn-to-consumers/#
ANSYS, Inc.;PA;7/29/2019;Electronic;Business;99;ago.vermont.gov;#https://ago.vermont.gov/blog/2019/07/29/ansys-sbn-to-consumers/#
